gn3-q1400-cand	/home/linxuhao/.AItelier/worktrees-scratch/gatenotrun2	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/queue1400_cand.txt	python /home/linxuhao/.AItelier/worktrees-scratch/gn3-probes/queue_after_1400s.py
gn3-q1400-base	/home/linxuhao/.AItelier/worktrees-scratch/gn3-base-aa88	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/queue1400_base.txt	python /home/linxuhao/.AItelier/worktrees-scratch/gn3-probes/queue_after_1400s.py
gn3-a1-cand	/home/linxuhao/.AItelier/worktrees-scratch/gatenotrun2	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/a1_container_cand.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-a1loop.sh cand /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-a1-base	/home/linxuhao/.AItelier/worktrees-scratch/gn3-base-aa88	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/a1_container_base.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-a1loop.sh base /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-lap-cand	/home/linxuhao/.AItelier/worktrees-scratch/gatenotrun2	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/laps_wait60_cand.txt	python -m pytest -p no:cacheprovider -q -s -c pytest.ini --rootdir . /home/linxuhao/.AItelier/worktrees-scratch/gn3-probes/test_lap_limit_at_60s.py
gn3-lap-base	/home/linxuhao/.AItelier/worktrees-scratch/gn3-base-aa88	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/laps_wait60_base.txt	python -m pytest -p no:cacheprovider -q -s -c pytest.ini --rootdir . /home/linxuhao/.AItelier/worktrees-scratch/gn3-probes/test_lap_limit_at_60s.py
gn3-ident-cand	/home/linxuhao/.AItelier/worktrees-scratch/gatenotrun2	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/identity_cand.txt	python /home/linxuhao/.AItelier/worktrees-scratch/gn3-probes/identity_probe.py /home/linxuhao/.AItelier/worktrees-scratch/gn2-wuxia-copy wuxia-godot-gate-xejan5yo wuxia-godot-gate-4bo8111t wuxia-godot-gate-v7onurjj wuxia-godot-gate-6eskoo9v
gn3-mut-CONTROL	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-CONTROL	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_CONTROL.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh CONTROL /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N1_findings_first	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N1_findings_first	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N1_findings_first.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N1_findings_first /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N2_absent_whatever_else_failed	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N2_absent_whatever_else_failed	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N2_absent_whatever_else_failed.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N2_absent_whatever_else_failed /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N3_read_absence_r2	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N3_read_absence_r2	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N3_read_absence_r2.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N3_read_absence_r2 /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N4_no_assert_rows	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N4_no_assert_rows	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N4_no_assert_rows.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N4_no_assert_rows /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N5_no_dedupe	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N5_no_dedupe	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N5_no_dedupe.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N5_no_dedupe /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N6_keepalive_writes_nothing	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N6_keepalive_writes_nothing	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N6_keepalive_writes_nothing.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N6_keepalive_writes_nothing /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N7_keepalive_past_admission	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N7_keepalive_past_admission	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N7_keepalive_past_admission.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N7_keepalive_past_admission /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N8_keepalive_without_lifecycle	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N8_keepalive_without_lifecycle	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N8_keepalive_without_lifecycle.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N8_keepalive_without_lifecycle /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N9_laps_never_spent	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N9_laps_never_spent	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N9_laps_never_spent.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N9_laps_never_spent /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
gn3-mut-N10_laps_on_any_node	/home/linxuhao/.AItelier/worktrees-scratch/gn3-mut-N10_laps_on_any_node	/home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3/mut_N10_laps_on_any_node.txt	bash /home/linxuhao/.AItelier/worktrees-scratch/gn3-mutjob.sh N10_laps_on_any_node /home/linxuhao/.AItelier/worktrees-scratch/gn3-scratchlogs/r3
